"date","CPI","GBRCPIALLMINMEI","IRLTLT01GBM156N","INTGSBGBM193N","EXUSUK","CPALTT01GBM659N","GBRCPICORMINMEI","GBRPROINDMISMEI","GBRCPIENGMINMEI","IRSTCI01GBM156N","SPASTT01GBM661N","CPGRLE01GBM659N","LMJVTTUVGBM647S","CCUSMA02GBM618N","CSCICP03GBM665S","LCEAMN01GBM659S","XTEXVA01GBM667S","GBRSACRMISMEI","CCUSSP01GBM650N","LCEAMN02GBM661S","GBRSPASTT01GYM","TRESEGGBM052N","CSCICP02GBM460S","GBRXTEXVA01CXMLM","GBRSARTMISMEI","CPGREN01GBM657N","LMUNRLTTGBM647S","GBRLOCOSTNOSTSAM","GBRSLRTTO02IXOBSAM","GBRLOLITONOSTSAM","XTIMVA01GBM667S","GBRPROMANMISMEI","RNGBBIS","GBRXTIMVA01CXMLM","CCRETT01GBM661N","GBRLCEAMN01GPSAM","GBRXTNTVA01CXMLM","BSCICP03GBM665S","GBRSLRTCR03MLSAM","BSCICP02GBM460S","XTNTVA01GBM664S","NNGBBIS","GBRCPALTT01IXNBM","LCEATT02GBM661N","GBRPREND401IXOBSAM","BSXRLV02GBM086S","GBRLOCOVRNOSTSAM","GBRPRINTO01GYSAM","GBRPRMITO01IXOBSAM","GBRPRMNTO01GYSAM","GBRCP010000GPM","GBRLOCOBPNOSTSAM","MABMM301EZM189S","MANMM101EZM189S","IGREA","OECDCPALTT01GYM","EA19PRINTO01IXOBSAM","OECDCPGRLE01GYM","EA19MANMM101IXOBSAM","OECDECPGREN01GYM","EA19MABMM301GYSAM","OECDSLRTTO01IXOBSAM","B070RC1M027SBEA","EA19PRMNTO01IXOBSAM","NNXMBIS","OECDPRINTO01IXOBSAM","BSCICP02GBM460S.1","RNXMBIS","OECDECPALTT01GPM","OECDMANMM101IXOBSAM","OECDEPRINTO01GPSAM","OECDECSCICP03IXNSAM","WPSFD4131","CUSR0000SAM1","WPSFD4111","WPS1321","WPSFD49207","WPSID612","WPS0571","WPSID61","WPS022104","WPS057","WPS1411","WPSFD49502","WPS022","WPSID6151","WPS141101","WPSID62","WPSID61112","WPS011101","WPS057104","WPSID621","WPS0543","WPS0132"
1981-01-01,11.7,"1.77814353744297","1.17312298756591","1.78537372227932","2.44026689795659","-14.4958562197737","1.92244225182336","-0.168208618298493","2.81160691891138","0.0220406140309937","-11.164355047272","-19.0169452857111","0.33726844786397","-2.53934822818885","0.137508146924858","12.466822472609","4.49810691810555","11.7280679002154","0.306938303881521","1.0989847908518","-14.1742058735417","5.44493847918872","17.8248231406319","13.3398833349425","3.06430661120842","8.32832324327053","3.58631686990893","-0.183813483453665","3.40458414097182","0.317153014698235","-6.64052661495838","-0.203458869778794","2.58606342749363","-12.6237921711009","3.07192225682851","3.77749177301969","7.56687267404494","0.569822332424064","11.728067900215","77.9892535731805","1.65217858934668","3.16820712979702","1.77814353744297","-1.77304656018484","0","-10.9902107341447","0.194610461351008","7.90614990880087","-0.823803285934055","18.0816465783324","24.396518134937","0.429798684397387","-0.859384657015383","-3.33144707280688","2.26111265407294","-4.30243805322061","-1.74589794448403","-5.63326054621522","-0.563744068746663","-11.5541121835601","6.29860823527104","1.08205587482511","90.6721280858004","-1.88353132328718","-1.84842847155551","-0.469509823077763","77.9892535731805","-1.15337203666082","20.5963050181606","0.589597820194721","0.806837964646334","-0.107122955478722","1.10012110619735","1.01138662369289","0.2068253064059","0.993934190255796","1.083434216571","0.630916919326463","2.63173083173731","1.26317469059005","-2.22621964874703","3.22776589193499","0.989562775422392","0.96931292056599","-2.05557083490406","1.10012110619735","0.650761515673803","0.679284513981582","1.66844329079039","8.9582733510559","2.13314335160577","-0.538600942957057","0.838830562663428","-6.64450994081527"
1981-02-01,11.7,"0.561809148671832","-0.830569148396609","-0.401927371914601","-4.35500235140721","-4.49917626446146","0.385900511605186","0.838227875280406","1.62303762187626","0.730590035285461","3.55126350124704","-6.69546773105938","-1.2422519998557","4.16759376429132","-0.00735227732624466","-5.83119224557689","-7.91202965606743","-9.03489122518546","-7.47766439502303","1.03681615729174","-6.10790438000048","0.567575961981248","0","-18.4928246128454","-0.826450984989169","-1.8570876754695","3.6716526008135","-0.159497471955827","-0.209424160311489","0.334670248750513","-1.23832257755581","1.2145898302109","-0.241893092127476","1.3989119237948","-0.0808501700059416","-1.04268462795924","-5.63141012811812","0.395746185442736","-9.03489122518533","-6.08460325423805","-0.980920251231154","-0.157770987914052","0.561809148671832","-9.23496808824829","0.64725145056177","-27.1844814741263","0.205975331164421","34.9183167517097","-1.60596410173461","27.813746705866","-26.673748081926","0.45504359140498","0.57273770688262","-0.278872795631102","1.66741053882768","-4.55484679219573","1.62219679065956","-5.21060251551626","-1.81893525470151","-1.54535402299985","-3.66569038256439","0.28320255854668","0","1.57206281010014","-3.19120877242653","0.476703590338312","-6.08460325423805","-3.10575957951622","-18.4776457709249","0.977989542235491","9.48470912861246","-0.162404553500828","0.654309858893587","1.12571545246345","-0.310398593759142","0.875279110959504","0.858374369139181","-0.209863665692112","3.91822892997489","0.521649591889073","-2.76293851435288","4.01660417253344","1.08815001875335","0.853793873803621","-2.95068825094384","0.871465210244349","1.07527917762615","0.770716724493781","0.823897554455311","-3.05951205782025","3.84473179097817","-3.20100489179005","1.30410858292649","0.254129742867271"
1981-03-01,12.3,"1.25098378861086","-1.10440290039668","-1.3056683892624","-2.34565617135124","1.16887457955417","0.816224711768543","0","3.59526507641768","1.15966086385","7.67294039811275","-0.756435814604739","1.01753280416528","2.16130115076349","-0.211882922904572","-8.01435294359241","-0.833525948730696","10.5369143003926","1.74952262532069","0.478023744687261","10.986970268634","-2.43268668732384","-8.51578083403073","-18.7906141724245","-0.277008487381636","28.1702189240857","3.75348900796073","-0.108758585339608","0.418410652256984","0.317141025255907","-8.59583406998681","-0.808085205393905","-1.25461454855893","-36.5324308190321","-2.14505713002993","-9.86258512867326","3.92680115470299","0.382369757221745","10.5369143003923","12.1557898598142","1.11390109643246","-2.48560559662234","1.25098378861086","-15.1016847463898","2.33804486440627","12.5565712082391","0.187991054743009","4.34171308869251","2.0339684237122","5.48885350210297","9.59464636663792","0.460713263982271","0.658662980146474","0.29398157889915","-9.97459021732459","-2.50615007950072","-1.29564538266633","-3.39640877537692","0.00756521054237069","5.42536825120155","0.459642664745408","-0.474468000631223","0","-0.764079623895597","0.780828009133483","-0.0206642822760728","12.1557898598142","0.406177934002283","-0.16382152313974","0.941972897079801","-9.88956648481465","-0.169702223893786","0.650056460309312","0.743497848751851","0.722770312145293","0.86768440256888","1.16836167084857","0.836824967051619","5.60370681077105","1.03520593210327","1.8105503632273","6.10876919798384","-0.216684808509005","1.26717640688225","0.21367529497347","0.64865092296067","-0.751479650248665","-0.38461585874785","0.715383735661845","-2.15906325923676","5.7319587182227","-1.4981553615617","0.704228262541307","-2.44071203522349"
1981-04-01,11.7,"1.75116173403733","-0.256101972379996","-0.515703621961983","-3.09268293859247","-4.4586607536945","2.4531242484005","0.499584719337332","-3.90900739523814","-16.2024883508672","-0.921436347310989","-1.80547139135476","-3.43283135296506","3.65875765044759","-0.14072008604149","-10.3726381839228","-0.747308777022937","5.25581203710335","-5.38261970743901","0.249437635655392","17.4876804353865","-5.52661526746121","-19.5744577126095","19.1333255508216","-1.11577168706525","-47.3924923000478","3.16463270011376","-0.0408186530449051","0","0.237996007242902","-1.84574308065208","0.808085205393905","0.416532578746232","24.8141317636737","0.807923863083548","-4.31528027423447","-0.791232801346098","0.464714473996342","5.2558120371037","19.5368003237672","0.174404804014472","-0.786624547912229","1.75116173403733","31.0726903614419","-0.632246573948692","10.9085730878469","0.0869569919909274","28.2434229583876","0.0914773657326506","17.5798933770763","10.3772475229847","0.44564629235273","0.59601614525171","0.131895018958161","-2.62821752311524","-3.16295064449523","0.0877357955634039","-2.77922252005269","0.212852012875153","-3.82806670155755","-0.102249994296066","-0.706607646139989","3.77403279828472","-0.264400531744879","-0.831065167419087","-0.111592045599229","19.5368003237672","-0.725622929410186","0.930832141506943","1.593152808676","2.03156825647701","-0.0858363566889508","0.967229464250785","0.738010729762184","0","0.753096620116445","1.05042982668762","1.65293019512109","4.26731411260759","1.22826518558412","1.89579137446145","3.72601029538941","1.8270255651669","1.14763909563429","-1.18090475922425","1.39114067991795","2.13227694688216","0.38461585874785","1.11393556907071","9.45884186759152","4.11507076114743","-0.378072283990605","0.23364496610192","4.82326987643047"
1981-05-01,11.5,"0.403556012434958","4.92498703598718","4.45344053761971","-4.17708636483385","-2.58973854219438","0.272410494883113","-1.50630463110968","1.62765213760161","-3.95899903443726","-1.83020662195887","-2.57203368736589","-1.40682273321993","4.2281268583821","0.22567958467592","-1.20477001749668","-4.64961929049466","-2.38568046155319","-3.0804521920064","1.08490950372735","-0.0568523609456584","-8.1389997147042","32.0907720080101","-15.9040112572971","-0.84507545177237","19.8403808076643","3.01071119142282","0.032423641892354","-0.418410652256984","0.110443922589631","2.7857853206072","-1.82746202434827","-0.0202581355112308","1.13532549132884","-0.296320807086481","14.9853747227641","-4.16510421265492","0.503293743761368","-2.38568046155336","17.1630233303301","-1.06310800689968","-0.00897738789689129","0.403556012434958","3.29113408864785","1.46907154100053","16.7697427038096","-0.0589353045715058","-12.7433418719647","-1.62855035712601","-5.43080207307196","-16.7919499937658","0.407107130280604","1.27855447678087","1.85750099866233","-6.61026323968326","-0.812759568886579","1.34397244438587","1.04915799971415","0.998989088889823","-3.53961445094777","4.64367206190173","-1.09100646150475","0","1.17810611871754","-3.07787661753629","0.0877914426379078","17.1630233303301","-3.09608223976143","-3.68295421399287","0.771314280723812","2.91894565190511","0.00541725643650182","0.533334597536239","1.21804185568717","0.205549918209602","0.42780813910781","0.312989300892763","0.306905611741737","-2.55633135596156","0.406091928631547","-0.352734051796855","-1.80022863494802","1.26985833371274","0.207253960197296","1.60689049392007","0.424178790836294","1.46599484106842","-0.38461585874785","0.802411527004754","-6.04554123064567","-2.12585507928749","-1.7192400540373","1.84976372418229","-1.12150708201399"
1981-06-01,11.1,"0.841650954882933","1.66316879916373","1.48976990301359","-5.37377351085098","-3.60761253736532","0.305620849452248","2.16855870715893","2.07773106490321","-6.77648038193954","3.25059165973252","-3.4145513755115","-6.21015088076717","5.33467612410774","-0.0131647243970079","-1.571068480431","-3.43276294445545","-12.7792218399733","-5.98960992221247","1.69601240459842","-13.6188030770398","-5.30068730252893","-8.16780310142668","2.00152140014964","1.96084713883762","8.06011958077013","2.17450809940996","0.100185664111141","2.48459985865304","-0.0139542604551401","5.02069146160018","2.22906898983712","-3.09481115779286","-3.65882059876732","-3.41046292981169","9.76087653755999","1.36933260847059","0.46975630977073","-12.7792218399733","9.32230456845313","-1.32906913503206","-2.90269508363519","0.841650954882933","-1.20295133660684","1.65293019512096","15.3258539523639","-0.172446906806822","15.2345707148191","2.4178683591952","13.9143025729255","20.9984130370872","0.353129897581095","0.787493834226893","1.79049626024295","4.46738210169215","-1.19142009972171","-1.03125719799024","-1.26002651244792","1.82369309654868","-1.50210917385984","0.890438052281928","0.324897668378554","0","-0.77548856427736","-1.40543914649776","0.563261439714324","9.32230456845313","-1.46920591221607","4.11877719035696","0.710434715712749","-1.68132371095191","-0.0586286910088774","0.636269378782828","0.963862883776834","0.614126802208315","0.425985734695811","0.51948168771041","0.509425452174295","-0.986997693877267","0.30349036951538","3.1306904625044","-1.18777093067912","0.419727793534008","0.413223728491019","2.5184961753606","0.527705710084359","0.311365067327962","1.05415446704633","0.696866931609375","-17.334946262859","-1.08011851173471","1.90845486924109","1.13896447643578","15.7367840779034"
1981-07-01,10.7,"1.17491784555503","3.98933551760998","3.87341201343037","-5.37766747595974","-3.69269371897429","1.1409480729204","0.329489589685217","2.00989125844235","11.0327585373209","0.591444495975457","-3.45191171043049","8.08155052390447","5.29962027665726","-0.129261400870551","1.33897342614606","-2.01702144550211","11.274062295545","-5.0790188352217","1.46721454012568","-16.6797114631576","-10.4201240487047","-13.6575535005751","3.16730208750364","-1.96084713883762","-6.38234273707901","2.13276595978904","0.148574736699114","-1.23458358223014","-0.0861302918641726","-1.31914880738755","0.599402394021098","-3.29159376196975","-4.35807561403614","-3.62088802791902","-3.55075322697807","1.76073801401166","0.434600926418049","11.274062295545","11.1912625481913","-0.143250115869265","-2.89834053936691","1.17491784555503","2.7783384658095","-1.02987522005735","35.4816738715653","-0.18214677034587","16.8635300383995","-1.30879968977942","17.3117102495879","-19.441059734293","0.289510333828247","0.0845619360141825","-1.72962898192779","-3.96910555784515","2.79370219497852","0.721755248667488","3.32411428160335","0.0301658205200006","5.12416107019793","-3.68949294293568","0.231207902983233","5.40672212702757","0.451015547788458","-0.74819758902267","0.577450169955274","11.1912625481913","-0.195758969354998","8.55649580710435","0.761589860050815","2.15539081378511","-0.0821806741410747","0.211193320314429","0.835825761420139","1.01523714640175","0.212314304807748","0.207039411430809","0.304414238122863","-2.18787213758072","0.201816415623757","5.00939453189151","-2.32460490739408","0.209205097222398","0.103039679389649","1.84810188081803","0.734140685836771","-0.207468954086032","0.0952834755271859","0.790517950711322","26.9269584507329","-1.9187431952262","-0.189214815203798","1.46152123709697","-0.64447054426422"
1981-08-01,11,"0.452032552376869","0.0103612125300856","0.0107784563391444","-2.82232127461792","4.98383876510102","0.193420101252517","0.328407520119001","4.55116969761336","5.01454261171013","7.81116988385224","1.71835336881632","5.85093741920932","2.78261047215289","0.0887784000495273","8.9691370756563","-0.937863883499901","-24.5096927313146","-0.653489270818064","1.98291151098009","9.79830284718251","-3.29664019770881","4.76280489892544","10.2193074359384","1.40451747030479","19.9742722705147","1.70528979969315","0.166698391761866","1.84620628397338","-0.126640604586914","6.98915505365179","0.199005040800992","-0.787907339457394","23.9802077613415","-0.90529842017224","7.84291807176856","-3.70601355489022","0.369515838389756","-24.5096927313144","5.24200447323167","-1.48889726337664","-0.81876925536335","0.452032552376869","5.57492831097837","-5.7523844138188","-24.3121456865067","-0.156459786887098","11.4281093232751","2.42142581205949","6.22627989154121","-48.1959859980244","0.21726620067275","-0.0642227123822892","-0.724995180852517","-10.1407014675473","-0.247771822104914","-1.72590577221534","0.404734518910166","-1.23039453422038","8.82854660806074","-1.84197763182175","0.495863462882351","0","-1.68918676702168","-0.977041266214762","-0.527351667888265","5.24200447323167","-0.838364997801655","-14.2551756828385","0.428966742604797","-6.31461044217971","-0.0572570429620001","0.526040139918038","0.946752633839942","-0.101061150592319","0.317628641842038","0.103359182328333","0.101265831438635","-2.04848876326125","0.502766267696497","-0.435256399884132","-0.755433243178061","0.104438651790595","0","0.608521147554608","0.625002034517141","0.414508365516841","-0.956945101615059","0.490919002623791","-17.780216790922","-1.86225120980019","-0.951481964133816","3.50913198112703","-3.28616644840007"
1981-09-01,11,"0.492479845584626","3.65292876929244","3.18836929227531","-0.16082399454298","-0.667058530671794","0.407439207449922","0.163800200423925","-0.0562778091059535","3.56545029884114","0.14042926768818","-1.64255207241295","1.41076675106788","0.10130373854369","0.187215135558461","-1.69230707376928","1.3569136854386","16.8227793718096","-1.97307883583197","0.688924477527753","-21.1233522394441","6.25027409512988","20.909179785856","-17.7053109130942","-0.419287826003778","-41.8951365548112","1.81698595240061","0.157618365129597","0.405680069561543","-0.113803174001692","-3.87222547427761","0.396825917562094","-3.7036565006578","-26.4492856890485","-3.89453934664594","-20.8921605387251","2.56070312661585","0.303543407673157","16.822779371809","10.443025799285","0.963474334736603","-3.44368713290297","0.492479845584626","0.256228766824451","-3.11829274366877","16.0697348053572","-0.0447000870976488","10.5922537615014","0.596304688824478","10.1484916740938","59.2700882673003","0.144090530065544","1.10360285158144","1.78564263121608","-4.34922648154386","0.779196362581436","1.60183627739183","0.732320839738421","0.533652300663112","0.902393994232353","1.77425021225961","-1.34702131335729","0","1.40127269193737","3.52337925388468","0.568391512203403","10.443025799285","3.65336179560867","7.52965760618155","0.143271039720205","8.55568512152161","0.0367439587106944","0.627617122923585","0.821118983039426","-0.202429218923061","0.52714934935123","0.412371718386151","0","0.0940291559642148","0","-2.54016970829509","-0.284765261251163","0.935071748243388","0.411100270652209","-1.32317452096196","0.517867547845174","0.515730900714484","-1.25787822068597","0.391007340784366","-0.626306848956215","0","-2.32118738612188","-0.64865092296067","-2.5946181944585"
1981-10-01,11.2,"0.962452644384326","3.49494192016278","2.49744367457048","1.247026828763","2.44419318284828","0.972429622344206","2.26546905648055","0.219509651226169","17.6287583562327","-4.84292365867858","2.33939855576746","5.96099083858892","-1.26023117852819","-0.110565910924798","8.47639230191231","3.911288801784","8.15304342063072","2.09144048471476","1.63002115452291","-24.5222165315966","-8.89331878396113","-25.6719846847814","-5.3959856941681","0.836824967051752","10.7218517859799","1.62520415408558","0.119941626415354","1.40705838969448","-0.0927059345936954","-2.76134850216927","0.78895872751632","-0.149628418140502","-16.9771311281036","0.00125872868341759","15.5879115208895","2.32041537251781","0.145600761176912","8.15304342063126","-1.19499813222252","1.1897206368932","-0.0535243745464875","0.962452644384326","0.950983147414197","13.1266385993671","13.5331022997661","0.00342180117192115","12.6755538501203","1.3288251045064","10.3155168283542","6.38713418974632","0.0728863930633317","0.296824478584412","-0.615142978428551","-1.08651416654402","-1.61025921985258","0.458290267656203","-1.69823431982987","0.581737230195234","-3.19973315948303","1.50757496897631","-0.314844803887881","5.12932943875504","0.83640709814139","1.24321121024646","-0.102008300862533","-1.19499813222252","1.87938897129714","-2.88281356098955","0.501365866034953","-2.83264809173671","0.0535839067472565","0.623702645554758","0.814431494168577","-0.202839826139289","0.628932890756406","0.41067819526539","0.404040953700502","0.562325755436177","0.100250634962595","-0.223964259350495","-0.190295014608655","1.53928129011716","0.307219903697042","-0.616651491566422","0.515199490942742","1.53142349730429","-1.47133600811475","0","-4.49754598857615","0.375234961855053","-1.67739502704736","0.324851395583181","-3.25231917055602"
